@RELATION   'derisi0.names : -C 58 '
@ATTRIBUTE root					{0,1}
@ATTRIBUTE GO0003674					{0,1}
@ATTRIBUTE GO0005575					{0,1}
@ATTRIBUTE GO0008150					{0,1}
@ATTRIBUTE GO0003824					{0,1}
@ATTRIBUTE GO0005215					{0,1}
@ATTRIBUTE GO0005488					{0,1}
@ATTRIBUTE GO0032991					{0,1}
@ATTRIBUTE GO0043226					{0,1}
@ATTRIBUTE GO0044422					{0,1}
@ATTRIBUTE GO0044464					{0,1}
@ATTRIBUTE GO0008152					{0,1}
@ATTRIBUTE GO0009987					{0,1}
@ATTRIBUTE GO0050896					{0,1}
@ATTRIBUTE GO0051234					{0,1}
@ATTRIBUTE GO0065007					{0,1}
@ATTRIBUTE GO0016740					{0,1}
@ATTRIBUTE GO0016787					{0,1}
@ATTRIBUTE GO0003676					{0,1}
@ATTRIBUTE GO0005515					{0,1}
@ATTRIBUTE GO0043234					{0,1}
@ATTRIBUTE GO0043227					{0,1}
@ATTRIBUTE GO0043229					{0,1}
@ATTRIBUTE GO0044446					{0,1}
@ATTRIBUTE GO0016020					{0,1}
@ATTRIBUTE GO0044424					{0,1}
@ATTRIBUTE GO0044425					{0,1}
@ATTRIBUTE GO0009058					{0,1}
@ATTRIBUTE GO0043170					{0,1}
@ATTRIBUTE GO0044237					{0,1}
@ATTRIBUTE GO0044238					{0,1}
@ATTRIBUTE GO0016043					{0,1}
@ATTRIBUTE GO0006950					{0,1}
@ATTRIBUTE GO0006810					{0,1}
@ATTRIBUTE GO0051649					{0,1}
@ATTRIBUTE GO0050789					{0,1}
@ATTRIBUTE GO0043231					{0,1}
@ATTRIBUTE GO0044428					{0,1}
@ATTRIBUTE GO0005737					{0,1}
@ATTRIBUTE GO0044444					{0,1}
@ATTRIBUTE GO0019538					{0,1}
@ATTRIBUTE GO0043283					{0,1}
@ATTRIBUTE GO0044260					{0,1}
@ATTRIBUTE GO0006139					{0,1}
@ATTRIBUTE GO0006996					{0,1}
@ATTRIBUTE GO0046907					{0,1}
@ATTRIBUTE GO0019222					{0,1}
@ATTRIBUTE GO0050794					{0,1}
@ATTRIBUTE GO0005634					{0,1}
@ATTRIBUTE GO0005739					{0,1}
@ATTRIBUTE GO0044267					{0,1}
@ATTRIBUTE GO0006259					{0,1}
@ATTRIBUTE GO0016070					{0,1}
@ATTRIBUTE GO0043412					{0,1}
@ATTRIBUTE GO0051276					{0,1}
@ATTRIBUTE GO0031323					{0,1}
@ATTRIBUTE GO0006464					{0,1}
@ATTRIBUTE GO0007001					{0,1}
@ATTRIBUTE  g1                                      numeric
@ATTRIBUTE  g1_bkg                                  numeric
@ATTRIBUTE  r1                                      numeric
@ATTRIBUTE  r1_bkg                                  numeric
@ATTRIBUTE  f1                                      numeric
@ATTRIBUTE  g2                                      numeric
@ATTRIBUTE  g2_bkg                                  numeric
@ATTRIBUTE  r2                                      numeric
@ATTRIBUTE  r2_bkg                                  numeric
@ATTRIBUTE  f2                                      numeric
@ATTRIBUTE  g3                                      numeric
@ATTRIBUTE  g3_bkg                                  numeric
@ATTRIBUTE  r3                                      numeric
@ATTRIBUTE  r3_bkg                                  numeric
@ATTRIBUTE  f3                                      numeric
@ATTRIBUTE  g4                                      numeric
@ATTRIBUTE  g4_bkg                                  numeric
@ATTRIBUTE  r4                                      numeric
@ATTRIBUTE  r4_bkg                                  numeric
@ATTRIBUTE  f4                                      numeric
@ATTRIBUTE  g5                                      numeric
@ATTRIBUTE  g5_bkg                                  numeric
@ATTRIBUTE  r5                                      numeric
@ATTRIBUTE  r5_bkg                                  numeric
@ATTRIBUTE  f5                                      numeric
@ATTRIBUTE  g6                                      numeric
@ATTRIBUTE  g6_bkg                                  numeric
@ATTRIBUTE  r6                                      numeric
@ATTRIBUTE  r6_bkg                                  numeric
@ATTRIBUTE  f6                                      numeric
@ATTRIBUTE  g7                                      numeric
@ATTRIBUTE  g7_bkg                                  numeric
@ATTRIBUTE  r7                                      numeric
@ATTRIBUTE  r7_bkg                                  numeric
@ATTRIBUTE  f7                                      numeric
@ATTRIBUTE  g1_ratio                                numeric
@ATTRIBUTE  g2_ratio                                numeric
@ATTRIBUTE  g3_ratio                                numeric
@ATTRIBUTE  g4_ratio                                numeric
@ATTRIBUTE  g5_ratio                                numeric
@ATTRIBUTE  g6_ratio                                numeric
@ATTRIBUTE  g7_ratio                                numeric
@ATTRIBUTE  r1_ratio                                numeric
@ATTRIBUTE  r2_ratio                                numeric
@ATTRIBUTE  r3_ratio                                numeric
@ATTRIBUTE  r4_ratio                                numeric
@ATTRIBUTE  r5_ratio                                numeric
@ATTRIBUTE  r6_ratio                                numeric
@ATTRIBUTE  r7_ratio                                numeric
@ATTRIBUTE  g1dashbkg                               numeric
@ATTRIBUTE  g2dashbkg                               numeric
@ATTRIBUTE  g3dashbkg                               numeric
@ATTRIBUTE  g4dashbkg                               numeric
@ATTRIBUTE  g5dashbkg                               numeric
@ATTRIBUTE  g6dashbkg                               numeric
@ATTRIBUTE  g7dashbkg                               numeric
@ATTRIBUTE  r1dashbkg                               numeric
@ATTRIBUTE  r2dashbkg                               numeric
@ATTRIBUTE  r3dashbkg                               numeric
@ATTRIBUTE  r4dashbkg                               numeric
@ATTRIBUTE  r5dashbkg                               numeric
@ATTRIBUTE  r6dashbkg                               numeric
@ATTRIBUTE  r7dashbkg                               numeric


@DATA
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6847,2791,5820,1308,0,4943,2583,3894,1556,0,6049,1846,5833,1408,0,6159,1397,5552,914,0,5580,1770,4704,1133,0,6289,2521,4864,1688,0,4737,1212,2628,848,0,0.9,1.01,0.95,1.03,1.07,1.19,1.98,1.11,0.99,1.05,0.97,0.93,0.84,0.51,4056,2360,4203,4762,3810,3768,3525,4512,2338,4425,4638,3571,3176,1780
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5652,2192,4609,1163,0,7779,2863,8885,2277,0,5495,1723,5136,1343,0,3704,1142,3201,820,0,4495,1554,3213,1055,0,7174,2540,7339,2246,0,3353,839,3083,655,0,1,0.74,0.99,1.08,1.36,0.91,1.04,1,1.35,1.01,0.93,0.74,1.1,0.96,3460,4916,3772,2562,2941,4634,2514,3446,6608,3793,2381,2158,5093,2428
1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5392,2213,4496,1263,0,6049,3159,6179,2426,0,8108,1864,8623,1386,0,3497,1238,2937,886,0,3823,1685,2592,1048,0,5201,2844,4695,2517,0,3661,870,2719,657,0,0.98,0.77,0.86,1.1,1.38,1.08,1.35,1.02,1.3,1.16,0.91,0.72,0.93,0.74,3179,2890,6244,2259,2138,2357,2791,3233,3753,7237,2051,1544,2178,2062
1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6746,2127,6340,1133,0,6321,3166,6879,2507,0,8643,1841,11083,1457,0,4456,1194,4179,845,0,4168,1681,3555,1191,0,6688,2656,7165,2392,0,4246,883,8929,733,0,0.89,0.72,0.71,0.98,1.05,0.84,0.41,1.12,1.39,1.41,1.02,0.95,1.19,2.44,4619,3155,6802,3262,2487,4032,3363,5207,4372,9626,3334,2364,4773,8196
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,4178,2386,2632,1131,0,4239,2762,4083,1726,0,3549,1951,3215,1491,0,3791,1762,3057,1392,0,3511,1862,1999,976,0,3936,2887,3682,2569,0,2931,1194,1951,842,0,1.19,0.63,0.93,1.22,1.61,0.94,1.57,0.84,1.59,1.08,0.82,0.62,1.06,0.64,1792,1477,1598,2029,1649,1049,1737,1501,2357,1724,1665,1023,1113,1109
1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4045,2309,2427,1162,0,4258,2728,3680,1739,0,3402,1885,3440,1431,0,3451,1478,3159,1088,0,3344,1849,2059,1049,0,4112,2679,4092,2429,0,2492,1180,2033,870,0,1.37,0.79,0.76,0.95,1.48,0.86,1.13,0.73,1.27,1.32,1.05,0.68,1.16,0.88,1736,1530,1517,1973,1495,1433,1312,1265,1941,2009,2071,1010,1663,1163
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9577,2342,9805,1314,0,9803,3591,9129,2985,0,11568,2119,9995,1811,0,6348,1414,5267,1065,0,6860,1815,5411,1431,0,8313,2900,7435,2773,0,5514,901,13353,801,0,0.85,1.01,1.15,1.17,1.27,1.16,0.37,1.18,0.99,0.87,0.85,0.79,0.86,2.7,7235,6212,9449,4934,5045,5413,4613,8491,6144,8184,4202,3980,4662,12552
1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3643,2076,2210,1028,0,4497,2910,4025,2301,0,3481,1857,2789,1512,0,3511,1699,2690,1250,0,3108,1697,1824,926,0,3842,2610,3496,2290,0,2949,1191,2211,874,0,1.33,0.92,1.27,1.26,1.57,1.02,1.31,0.75,1.09,0.79,0.79,0.64,0.98,0.76,1567,1587,1624,1812,1411,1232,1758,1182,1724,1277,1440,898,1206,1337
1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5881,2035,5328,1042,0,5655,2543,7550,1571,0,7528,1614,8963,1284,0,4181,1034,2560,732,0,4731,1878,2850,1399,0,5448,2363,3068,1976,0,3916,840,1225,617,0,0.9,0.52,0.77,1.72,1.97,2.83,5.06,1.11,1.92,1.3,0.58,0.51,0.35,0.2,3846,3112,5914,3147,2853,3085,3076,4286,5979,7679,1828,1451,1092,608
1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2877,2021,1739,995,0,3432,2402,4203,1477,0,2183,1555,1783,1147,0,1562,1033,1198,719,0,3078,1959,2366,1589,0,3205,2350,2935,1994,0,1252,825,1155,654,0,1.15,0.38,0.99,1.1,1.44,0.91,0.85,0.87,2.63,1.01,0.91,0.69,1.1,1.18,856,1030,628,529,1119,855,427,744,2726,636,479,777,941,501
1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4776,2134,3845,1203,0,4945,2504,3997,1520,0,3161,1456,3396,1098,0,2812,1206,2437,857,0,3709,1539,3186,1204,0,3524,2123,2543,1505,0,3129,998,1852,771,0,1,0.99,0.74,1.02,1.09,1.35,1.97,1,1.01,1.35,0.98,0.92,0.74,0.51,2642,2441,1705,1606,2170,1401,2131,2642,2477,2298,1580,1982,1038,1081
1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4273,2082,3057,1101,0,5439,3282,4699,2702,0,6635,1689,7113,1355,0,4618,1338,3739,976,0,2972,1806,1788,1018,0,4810,2656,4284,2445,0,4557,972,3686,736,0,1.12,1.08,0.86,1.19,1.51,1.17,1.22,0.89,0.93,1.16,0.84,0.66,0.85,0.82,2191,2157,4946,3280,1166,2154,3585,1956,1997,5758,2763,770,1839,2950
1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4272,1915,3773,1003,0,4257,2231,3337,1256,0,3904,1437,4265,1089,0,2828,989,2558,702,0,4503,1555,3520,1134,0,4916,2336,4231,2086,0,2401,802,1792,639,0,0.85,0.97,0.78,0.99,1.24,1.2,1.39,1.18,1.03,1.28,1.01,0.81,0.83,0.72,2357,2026,2467,1839,2948,2580,1599,2770,2081,3176,1856,2386,2145,1153
1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3897,2406,2505,1172,0,4627,2921,3424,1887,0,4138,1857,4801,1430,0,3358,1613,2775,1113,0,2577,1461,1943,1068,0,4412,2601,4337,1822,0,2891,1116,3096,792,0,1.12,1.11,0.68,1.05,1.28,0.72,0.77,0.89,0.9,1.47,0.95,0.78,1.39,1.3,1491,1706,2281,1745,1116,1811,1775,1333,1537,3371,1662,875,2515,2304
1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3313,1761,2491,903,0,3402,2076,2671,1250,0,2286,1318,2168,940,0,1983,1081,1455,728,0,2891,1422,2379,1262,0,3634,2159,3041,1598,0,1938,838,1894,628,0,0.98,0.93,0.79,1.24,1.32,1.02,0.87,1.02,1.08,1.27,0.81,0.76,0.98,1.15,1552,1326,968,902,1469,1475,1100,1588,1421,1228,727,1117,1443,1266
1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,1860,1472,969,0,2779,2090,1833,1131,0,1734,1207,1678,929,0,1474,1045,977,731,0,2109,1285,1756,1137,0,2963,2151,2427,1592,0,1472,833,2244,665,0,1.5,0.98,0.7,1.74,1.33,0.97,0.4,0.67,1.02,1.43,0.57,0.75,1.03,2.5,753,689,527,429,824,812,639,503,702,749,246,619,835,1579
1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,3217,2237,1674,1156,0,4078,2993,2667,1805,0,2873,2015,2934,1551,0,2377,1476,1739,1016,0,2210,1543,1540,1078,0,3788,2617,3718,1882,0,2229,1069,3023,730,0,1.89,1.26,0.62,1.25,1.44,0.64,0.51,0.53,0.79,1.61,0.8,0.69,1.56,1.96,980,1085,858,901,667,1171,1160,518,862,1383,723,462,1836,2293
1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8677,2102,7407,1132,0,11550,3565,12754,2840,0,8415,1924,8274,1591,0,10582,1534,9501,1212,0,4985,1831,3751,1038,0,8915,2578,7256,2324,0,9819,1032,6392,822,0,1.05,0.81,0.97,1.09,1.16,1.28,1.58,0.95,1.23,1.03,0.92,0.86,0.78,0.63,6575,7985,6491,9048,3154,6337,8787,6275,9914,6683,8289,2713,4932,5570
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790,2332,2413,1225,0,4434,2968,3303,1936,0,3690,1759,4225,1364,0,2731,1370,2269,921,0,2773,1761,1989,1180,0,3916,2494,3684,1785,0,2625,1148,2135,824,0,1.23,1.07,0.67,1.01,1.25,0.75,1.13,0.81,0.93,1.49,0.99,0.8,1.33,0.88,1458,1466,1931,1361,1012,1422,1477,1188,1367,2861,1348,809,1899,1311
1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4066,2605,2280,1223,0,3367,2378,2192,1342,0,2719,1708,2440,1357,0,3303,1436,2929,1068,0,3887,1887,2731,1056,0,4114,2578,4802,2111,0,2130,1036,1694,759,0,1.38,1.16,0.93,1,1.19,0.57,1.17,0.72,0.86,1.08,1,0.84,1.75,0.85,1461,989,1011,1867,2000,1536,1094,1057,850,1083,1861,1675,2691,935
1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538,2155,2471,1143,0,4414,2527,4209,1450,0,4336,1803,4394,1427,0,2066,1254,1932,972,0,2980,1542,2417,1030,0,3554,2221,5012,2126,0,2201,908,2904,716,0,1.04,0.68,0.85,0.85,1.04,0.46,0.59,0.96,1.47,1.18,1.18,0.96,2.17,1.69,1383,1887,2533,812,1438,1333,1293,1328,2759,2967,960,1387,2886,2188
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3604,2377,1983,1147,0,3503,2467,2179,1462,0,3080,1789,2625,1341,0,3546,1638,3130,1267,0,3391,1910,2181,1083,0,4169,2584,5242,2322,0,2448,1045,2362,782,0,1.47,1.44,1.01,1.02,1.35,0.54,0.89,0.68,0.69,0.99,0.98,0.74,1.85,1.12,1227,1036,1291,1908,1481,1585,1403,836,717,1284,1863,1098,2920,1580
1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,3556,2109,2615,1084,0,4190,2631,3309,1577,0,4967,1673,5384,1288,0,2543,1260,2043,978,0,2579,1503,1765,1016,0,3485,2313,3469,2060,0,2510,882,1937,671,0,0.95,0.9,0.8,1.2,1.44,0.83,1.29,1.05,1.11,1.25,0.83,0.69,1.2,0.78,1447,1559,3294,1283,1076,1172,1628,1531,1732,4096,1065,749,1409,1266
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4932,2160,4717,1143,0,5209,3096,4373,2182,0,8135,1865,10078,1481,0,3729,1198,2488,912,0,3195,1482,2051,1005,0,4558,2444,3780,2101,0,4293,861,1688,632,0,0.78,0.96,0.73,1.61,1.64,1.26,3.25,1.28,1.04,1.37,0.62,0.61,0.79,0.31,2772,2113,6270,2531,1713,2114,3432,3574,2191,8597,1576,1046,1679,1056
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3611,2695,1702,1268,0,3181,2680,1714,1483,0,2064,1762,1470,1188,0,1897,1354,1235,881,0,2497,1647,1427,991,0,3053,2614,2290,1731,0,1472,1229,1034,836,0,2.11,2.17,1.07,1.53,1.95,0.79,1.23,0.47,0.46,0.93,0.65,0.51,1.27,0.81,916,501,302,543,850,439,243,434,231,282,354,436,559,198
1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3068,2255,1798,1219,0,3305,2430,2205,1525,0,1942,1421,1658,1042,0,1686,1194,1273,892,0,2227,1440,1795,1206,0,2944,2188,2605,1515,0,1787,953,6018,736,0,1.4,1.29,0.85,1.29,1.34,0.69,0.16,0.71,0.78,1.18,0.78,0.75,1.45,6.25,813,875,521,492,787,756,834,579,680,616,381,589,1090,5282
1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6022,2232,5032,1128,0,6520,2628,7203,1636,0,4830,1849,4854,1442,0,7498,1460,7362,1076,0,4393,1695,3168,1005,0,6846,2684,5998,2275,0,4936,1066,3965,796,0,0.97,0.7,0.87,0.96,1.25,1.12,1.22,1.03,1.43,1.15,1.04,0.8,0.89,0.82,3790,3892,2981,6038,2698,4162,3870,3904,5567,3412,6286,2163,3723,3169
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4601,1878,4006,991,0,4224,2322,3469,1395,0,4957,1458,7518,1143,0,3139,1112,3971,843,0,3683,1507,3603,1274,0,4317,2294,6193,2007,0,3037,862,4835,664,0,0.9,0.92,0.55,0.65,0.93,0.48,0.52,1.11,1.09,1.82,1.54,1.08,2.08,1.92,2723,1902,3499,2027,2176,2023,2175,3015,2074,6375,3128,2329,4186,4171
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3804,2508,2099,1312,0,3692,2770,2345,1636,0,2887,1789,2252,1342,0,2606,1512,1877,1056,0,2648,1711,1604,1021,0,3900,2745,3442,1848,0,2192,1182,1891,796,0,1.65,1.3,1.21,1.33,1.61,0.72,0.92,0.61,0.77,0.83,0.75,0.62,1.39,1.09,1296,922,1098,1094,937,1155,1010,787,709,910,821,583,1594,1095
1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9750,2303,8603,1407,0,8981,2484,6922,1474,0,5974,1393,5483,1018,0,7019,1249,6165,948,0,5934,1460,5112,1222,0,6007,2355,4935,1565,0,6995,1021,5801,755,0,1.03,1.19,1.03,1.11,1.15,1.08,1.18,0.97,0.84,0.97,0.9,0.87,0.93,0.85,7447,6497,4581,5770,4474,3652,5974,7196,5448,4465,5217,3890,3370,5046
1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11498,2552,10645,1348,0,10456,2957,9416,1854,0,6576,1774,6110,1366,0,8154,1481,6764,978,0,6891,1646,5630,1120,0,12092,2749,7474,1775,0,7324,1214,4280,830,0,0.96,0.99,1.01,1.15,1.16,1.64,1.77,1.04,1.01,0.99,0.87,0.86,0.61,0.56,8946,7499,4802,6673,5245,9343,6110,9297,7562,4744,5786,4510,5699,3450
1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,11275,2036,11755,1164,0,10512,2371,10575,1498,0,7394,1393,7892,1050,0,7800,1209,6434,859,0,8690,1384,8367,1240,0,8639,2203,4950,1483,0,9301,898,3143,683,0,0.87,0.9,0.88,1.18,1.03,1.86,3.42,1.15,1.11,1.14,0.85,0.97,0.54,0.29,9239,8141,6001,6591,7306,6436,8403,10591,9077,6842,5575,7127,3467,2460
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3642,2274,2294,1147,0,4536,2766,3642,1898,0,6272,1960,9026,1609,0,3776,1466,3542,1090,0,2507,1546,1679,1021,0,4032,2677,4553,2405,0,3285,1008,2606,772,0,1.19,1.01,0.58,0.94,1.46,0.63,1.24,0.84,0.99,1.72,1.06,0.68,1.59,0.81,1368,1770,4312,2310,961,1355,2277,1147,1744,7417,2452,658,2148,1834
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4064,2604,2511,1386,0,4447,3190,2970,2021,0,3611,2044,2946,1618,0,2438,1566,1720,1066,0,3433,1657,2666,1150,0,3873,2933,3642,1998,0,2053,1319,1365,890,0,1.3,1.32,1.18,1.33,1.17,0.57,1.55,0.77,0.76,0.85,0.75,0.85,1.75,0.65,1460,1257,1567,872,1776,940,734,1125,949,1328,654,1516,1644,475
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549,2480,1921,1303,0,3731,2396,2424,1587,0,2561,1863,2333,1489,0,2108,1488,1445,1020,0,2441,1649,1678,1175,0,3665,2823,3144,1914,0,1883,1308,1469,867,0,1.73,1.59,0.83,1.46,1.57,0.68,0.96,0.58,0.63,1.2,0.68,0.64,1.47,1.04,1069,1335,698,620,792,842,575,618,837,844,425,503,1230,602
1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,6527,1866,5781,978,0,5054,2226,3998,1203,0,5810,1513,4195,1106,0,4833,1001,2601,672,0,6277,1629,3584,1487,0,7905,2365,4083,2008,0,4241,818,1900,594,0,0.97,1.01,1.39,1.99,2.22,2.67,2.62,1.03,0.99,0.72,0.5,0.45,0.37,0.38,4661,2828,4297,3832,4648,5540,3423,4803,2795,3089,1929,2097,2075,1306
